trait	trait_id	trait_name	description	value	value_description	alternative_value	type	source_token	source_name
t13376_bowel_part_inflamed3	13376	bowel_part_inflamed3	Which parts of your bowel were inflamed at the last coloscopy? (3)	1	small intestine		discrete	QUPG	question form popgen
t13376_bowel_part_inflamed3	13376	bowel_part_inflamed3	Which parts of your bowel were inflamed at the last coloscopy? (3)	2	transition sm. intest./colon		discrete	QUPG	question form popgen
t13376_bowel_part_inflamed3	13376	bowel_part_inflamed3	Which parts of your bowel were inflamed at the last coloscopy? (3)	3	Pancolitis		discrete	QUPG	question form popgen
t13376_bowel_part_inflamed3	13376	bowel_part_inflamed3	Which parts of your bowel were inflamed at the last coloscopy? (3)	4	rectum		discrete	QUPG	question form popgen
t13376_bowel_part_inflamed3	13376	bowel_part_inflamed3	Which parts of your bowel were inflamed at the last coloscopy? (3)	5	parts of colon		discrete	QUPG	question form popgen
t13376_bowel_part_inflamed3	13376	bowel_part_inflamed3	Which parts of your bowel were inflamed at the last coloscopy? (3)	6	no inflammation		discrete	QUPG	question form popgen
t13376_bowel_part_inflamed3	13376	bowel_part_inflamed3	Which parts of your bowel were inflamed at the last coloscopy? (3)	7	do not know		discrete	QUPG	question form popgen
t13376_bowel_part_inflamed3	13376	bowel_part_inflamed3	Which parts of your bowel were inflamed at the last coloscopy? (3)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13376_bowel_part_inflamed3	13376	bowel_part_inflamed3	Which parts of your bowel were inflamed at the last coloscopy? (3)	9999999	missing		discrete	QUPG	question form popgen
t13377_bowel_part_inflamed4	13377	bowel_part_inflamed4	Which parts of your bowel were inflamed at the last coloscopy? (4)	0	unknown		discrete	QUPG	question form popgen
t13377_bowel_part_inflamed4	13377	bowel_part_inflamed4	Which parts of your bowel were inflamed at the last coloscopy? (4)	1	small intestine		discrete	QUPG	question form popgen
t13377_bowel_part_inflamed4	13377	bowel_part_inflamed4	Which parts of your bowel were inflamed at the last coloscopy? (4)	2	transition sm. intest./colon		discrete	QUPG	question form popgen
t13377_bowel_part_inflamed4	13377	bowel_part_inflamed4	Which parts of your bowel were inflamed at the last coloscopy? (4)	3	Pancolitis		discrete	QUPG	question form popgen
t13377_bowel_part_inflamed4	13377	bowel_part_inflamed4	Which parts of your bowel were inflamed at the last coloscopy? (4)	4	rectum		discrete	QUPG	question form popgen
t13377_bowel_part_inflamed4	13377	bowel_part_inflamed4	Which parts of your bowel were inflamed at the last coloscopy? (4)	5	parts of colon		discrete	QUPG	question form popgen
t13377_bowel_part_inflamed4	13377	bowel_part_inflamed4	Which parts of your bowel were inflamed at the last coloscopy? (4)	6	no inflammation		discrete	QUPG	question form popgen
t13377_bowel_part_inflamed4	13377	bowel_part_inflamed4	Which parts of your bowel were inflamed at the last coloscopy? (4)	7	do not know		discrete	QUPG	question form popgen
t13377_bowel_part_inflamed4	13377	bowel_part_inflamed4	Which parts of your bowel were inflamed at the last coloscopy? (4)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13377_bowel_part_inflamed4	13377	bowel_part_inflamed4	Which parts of your bowel were inflamed at the last coloscopy? (4)	9999999	missing		discrete	QUPG	question form popgen
t13378_bowel_part_inflamed5	13378	bowel_part_inflamed5	Which parts of your bowel were inflamed at the last coloscopy? (5)	0	unknown		discrete	QUPG	question form popgen
t13378_bowel_part_inflamed5	13378	bowel_part_inflamed5	Which parts of your bowel were inflamed at the last coloscopy? (5)	1	small intestine		discrete	QUPG	question form popgen
t13378_bowel_part_inflamed5	13378	bowel_part_inflamed5	Which parts of your bowel were inflamed at the last coloscopy? (5)	2	transition sm. intest./colon		discrete	QUPG	question form popgen
t13378_bowel_part_inflamed5	13378	bowel_part_inflamed5	Which parts of your bowel were inflamed at the last coloscopy? (5)	3	Pancolitis		discrete	QUPG	question form popgen
t13378_bowel_part_inflamed5	13378	bowel_part_inflamed5	Which parts of your bowel were inflamed at the last coloscopy? (5)	4	rectum		discrete	QUPG	question form popgen
t13378_bowel_part_inflamed5	13378	bowel_part_inflamed5	Which parts of your bowel were inflamed at the last coloscopy? (5)	5	parts of colon		discrete	QUPG	question form popgen
t13378_bowel_part_inflamed5	13378	bowel_part_inflamed5	Which parts of your bowel were inflamed at the last coloscopy? (5)	6	no inflammation		discrete	QUPG	question form popgen
t13378_bowel_part_inflamed5	13378	bowel_part_inflamed5	Which parts of your bowel were inflamed at the last coloscopy? (5)	7	do not know		discrete	QUPG	question form popgen
t13378_bowel_part_inflamed5	13378	bowel_part_inflamed5	Which parts of your bowel were inflamed at the last coloscopy? (5)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13378_bowel_part_inflamed5	13378	bowel_part_inflamed5	Which parts of your bowel were inflamed at the last coloscopy? (5)	9999999	missing		discrete	QUPG	question form popgen
t13379_colon_part_inflamed1	13379	colon_part_inflamed1	Which parts of your colon were inflamed at the last coloscopy? (1)	0	unknown		discrete	QUPG	question form popgen
t13379_colon_part_inflamed1	13379	colon_part_inflamed1	Which parts of your colon were inflamed at the last coloscopy? (1)	1	Colon ascendens		discrete	QUPG	question form popgen
t13379_colon_part_inflamed1	13379	colon_part_inflamed1	Which parts of your colon were inflamed at the last coloscopy? (1)	2	Colon transversum		discrete	QUPG	question form popgen
t13379_colon_part_inflamed1	13379	colon_part_inflamed1	Which parts of your colon were inflamed at the last coloscopy? (1)	3	Colon descendens		discrete	QUPG	question form popgen
t13379_colon_part_inflamed1	13379	colon_part_inflamed1	Which parts of your colon were inflamed at the last coloscopy? (1)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13379_colon_part_inflamed1	13379	colon_part_inflamed1	Which parts of your colon were inflamed at the last coloscopy? (1)	9999999	missing		discrete	QUPG	question form popgen
t13380_colon_part_inflamed2	13380	colon_part_inflamed2	Which parts of your colon were inflamed at the last coloscopy? (2)	0	unknown		discrete	QUPG	question form popgen
t13380_colon_part_inflamed2	13380	colon_part_inflamed2	Which parts of your colon were inflamed at the last coloscopy? (2)	1	Colon ascendens		discrete	QUPG	question form popgen
t13380_colon_part_inflamed2	13380	colon_part_inflamed2	Which parts of your colon were inflamed at the last coloscopy? (2)	2	Colon transversum		discrete	QUPG	question form popgen
t13380_colon_part_inflamed2	13380	colon_part_inflamed2	Which parts of your colon were inflamed at the last coloscopy? (2)	3	Colon descendens		discrete	QUPG	question form popgen
t13380_colon_part_inflamed2	13380	colon_part_inflamed2	Which parts of your colon were inflamed at the last coloscopy? (2)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13380_colon_part_inflamed2	13380	colon_part_inflamed2	Which parts of your colon were inflamed at the last coloscopy? (2)	9999999	missing		discrete	QUPG	question form popgen
t13381_colon_part_inflamed3	13381	colon_part_inflamed3	Which parts of your colon were inflamed at the last coloscopy? (3)	0	unknown		discrete	QUPG	question form popgen
t13381_colon_part_inflamed3	13381	colon_part_inflamed3	Which parts of your colon were inflamed at the last coloscopy? (3)	1	Colon ascendens		discrete	QUPG	question form popgen
t13381_colon_part_inflamed3	13381	colon_part_inflamed3	Which parts of your colon were inflamed at the last coloscopy? (3)	2	Colon transversum		discrete	QUPG	question form popgen
t13381_colon_part_inflamed3	13381	colon_part_inflamed3	Which parts of your colon were inflamed at the last coloscopy? (3)	3	Colon descendens		discrete	QUPG	question form popgen
t13381_colon_part_inflamed3	13381	colon_part_inflamed3	Which parts of your colon were inflamed at the last coloscopy? (3)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13381_colon_part_inflamed3	13381	colon_part_inflamed3	Which parts of your colon were inflamed at the last coloscopy? (3)	9999999	missing		discrete	QUPG	question form popgen
t13382_GI_tract_inflamed1	13382	GI_tract_inflamed1	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (1)	0	unknown		discrete	QUPG	question form popgen
t13382_GI_tract_inflamed1	13382	GI_tract_inflamed1	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (1)	1	esophagus		discrete	QUPG	question form popgen
t13382_GI_tract_inflamed1	13382	GI_tract_inflamed1	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (1)	2	stomach		discrete	QUPG	question form popgen
t13382_GI_tract_inflamed1	13382	GI_tract_inflamed1	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (1)	3	small intestine		discrete	QUPG	question form popgen
t13382_GI_tract_inflamed1	13382	GI_tract_inflamed1	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (1)	4	parts of small intestine		discrete	QUPG	question form popgen
t13382_GI_tract_inflamed1	13382	GI_tract_inflamed1	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (1)	5	no		discrete	QUPG	question form popgen
t13382_GI_tract_inflamed1	13382	GI_tract_inflamed1	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (1)	6	do not know		discrete	QUPG	question form popgen
t13382_GI_tract_inflamed1	13382	GI_tract_inflamed1	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (1)	7	no additional examinations		discrete	QUPG	question form popgen
t13382_GI_tract_inflamed1	13382	GI_tract_inflamed1	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (1)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13382_GI_tract_inflamed1	13382	GI_tract_inflamed1	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (1)	9999999	missing		discrete	QUPG	question form popgen
t13383_GI_tract_inflamed2	13383	GI_tract_inflamed2	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (2)	0	unknown		discrete	QUPG	question form popgen
t13383_GI_tract_inflamed2	13383	GI_tract_inflamed2	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (2)	1	esophagus		discrete	QUPG	question form popgen
t13383_GI_tract_inflamed2	13383	GI_tract_inflamed2	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (2)	2	stomach		discrete	QUPG	question form popgen
t13383_GI_tract_inflamed2	13383	GI_tract_inflamed2	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (2)	3	small intestine		discrete	QUPG	question form popgen
t13383_GI_tract_inflamed2	13383	GI_tract_inflamed2	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (2)	4	parts of small intestine		discrete	QUPG	question form popgen
t13383_GI_tract_inflamed2	13383	GI_tract_inflamed2	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (2)	5	no		discrete	QUPG	question form popgen
t13383_GI_tract_inflamed2	13383	GI_tract_inflamed2	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (2)	6	do not know		discrete	QUPG	question form popgen
t13383_GI_tract_inflamed2	13383	GI_tract_inflamed2	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (2)	7	no additional examinations		discrete	QUPG	question form popgen
t13383_GI_tract_inflamed2	13383	GI_tract_inflamed2	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (2)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13383_GI_tract_inflamed2	13383	GI_tract_inflamed2	Were other parts of the gastrointestinal tract found  inflamed during additional examinations? (2)	9999999	missing		discrete	QUPG	question form popgen
t13385_fistulae	13385	fistulae	Did fistulae occur (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t13385_fistulae	13385	fistulae	Did fistulae occur (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t13385_fistulae	13385	fistulae	Did fistulae occur (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t13385_fistulae	13385	fistulae	Did fistulae occur (follow-up of studies before 05/2016: after the previous date of sampling)?	3	do not know		discrete	QUPG	question form popgen
t13385_fistulae	13385	fistulae	Did fistulae occur (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13385_fistulae	13385	fistulae	Did fistulae occur (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t13386_anal_fistulae	13386	anal_fistulae	Have anal fistulae developed during your disease?	0	unknown		discrete	QUPG	question form popgen
t13386_anal_fistulae	13386	anal_fistulae	Have anal fistulae developed during your disease?	1	yes		discrete	QUPG	question form popgen
t13386_anal_fistulae	13386	anal_fistulae	Have anal fistulae developed during your disease?	2	no		discrete	QUPG	question form popgen
t13386_anal_fistulae	13386	anal_fistulae	Have anal fistulae developed during your disease?	3	do not know		discrete	QUPG	question form popgen
t13386_anal_fistulae	13386	anal_fistulae	Have anal fistulae developed during your disease?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13386_anal_fistulae	13386	anal_fistulae	Have anal fistulae developed during your disease?	9999999	missing		discrete	QUPG	question form popgen
t13387_anal_fistulae_n	13387	anal_fistulae_n	How many anal fistulae did you develop?	1 - 100			continuous	QUPG	question form popgen
t13387_anal_fistulae_n	13387	anal_fistulae_n	How many anal fistulae did you develop?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13387_anal_fistulae_n	13387	anal_fistulae_n	How many anal fistulae did you develop?	9999999	missing		continuous	QUPG	question form popgen
t13388_anal_fistulae_year1	13388	anal_fistulae_year1	Which was the first year you developed anal fistulae?	1900 - 2030			continuous	QUPG	question form popgen
t13388_anal_fistulae_year1	13388	anal_fistulae_year1	Which was the first year you developed anal fistulae?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13388_anal_fistulae_year1	13388	anal_fistulae_year1	Which was the first year you developed anal fistulae?	9999999	missing		continuous	QUPG	question form popgen
t13389_anal_fistulae_year2	13389	anal_fistulae_year2	Which was the last year you developed anal fistulae?	1900 - 2030			continuous	QUPG	question form popgen
t13389_anal_fistulae_year2	13389	anal_fistulae_year2	Which was the last year you developed anal fistulae?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13389_anal_fistulae_year2	13389	anal_fistulae_year2	Which was the last year you developed anal fistulae?	9999999	missing		continuous	QUPG	question form popgen
t13390_fistulae_loops	13390	fistulae_loops	Did fistulae between intestinal loops develop during your disease?	0	unknown		discrete	QUPG	question form popgen
t13390_fistulae_loops	13390	fistulae_loops	Did fistulae between intestinal loops develop during your disease?	1	yes		discrete	QUPG	question form popgen
t13390_fistulae_loops	13390	fistulae_loops	Did fistulae between intestinal loops develop during your disease?	2	no		discrete	QUPG	question form popgen
t13390_fistulae_loops	13390	fistulae_loops	Did fistulae between intestinal loops develop during your disease?	3	do not know		discrete	QUPG	question form popgen
t13390_fistulae_loops	13390	fistulae_loops	Did fistulae between intestinal loops develop during your disease?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13390_fistulae_loops	13390	fistulae_loops	Did fistulae between intestinal loops develop during your disease?	9999999	missing		discrete	QUPG	question form popgen
t13391_fistulae_loops_n	13391	fistulae_loops_n	How many fistulae between intestinal loops did you develop?	1 - 20			continuous	QUPG	question form popgen
t13391_fistulae_loops_n	13391	fistulae_loops_n	How many fistulae between intestinal loops did you develop?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13391_fistulae_loops_n	13391	fistulae_loops_n	How many fistulae between intestinal loops did you develop?	9999999	missing		continuous	QUPG	question form popgen
t13392_fistulae_loops_year1	13392	fistulae_loops_year1	Which was the first year you developed fistulae between intestinal loops?	1900 - 2030			continuous	QUPG	question form popgen
t13392_fistulae_loops_year1	13392	fistulae_loops_year1	Which was the first year you developed fistulae between intestinal loops?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13392_fistulae_loops_year1	13392	fistulae_loops_year1	Which was the first year you developed fistulae between intestinal loops?	9999999	missing		continuous	QUPG	question form popgen
t13393_fistulae_loops_year2	13393	fistulae_loops_year2	Which was the last year you developed fistulae between intestinal loops?	1900 - 2030			continuous	QUPG	question form popgen
t13393_fistulae_loops_year2	13393	fistulae_loops_year2	Which was the last year you developed fistulae between intestinal loops?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13393_fistulae_loops_year2	13393	fistulae_loops_year2	Which was the last year you developed fistulae between intestinal loops?	9999999	missing		continuous	QUPG	question form popgen
t13394_fistulae_skin	13394	fistulae_skin	Did fistulae from bowel to skin develop during your disease?	0	unknown		discrete	QUPG	question form popgen
t13394_fistulae_skin	13394	fistulae_skin	Did fistulae from bowel to skin develop during your disease?	1	yes		discrete	QUPG	question form popgen
t13394_fistulae_skin	13394	fistulae_skin	Did fistulae from bowel to skin develop during your disease?	2	no		discrete	QUPG	question form popgen
t13394_fistulae_skin	13394	fistulae_skin	Did fistulae from bowel to skin develop during your disease?	3	do not know		discrete	QUPG	question form popgen
t13394_fistulae_skin	13394	fistulae_skin	Did fistulae from bowel to skin develop during your disease?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13394_fistulae_skin	13394	fistulae_skin	Did fistulae from bowel to skin develop during your disease?	9999999	missing		discrete	QUPG	question form popgen
t13395_fistulae_skin_n	13395	fistulae_skin_n	How many fistulae from bowel to skin did you develop?	1 - 20			continuous	QUPG	question form popgen
t13395_fistulae_skin_n	13395	fistulae_skin_n	How many fistulae from bowel to skin did you develop?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13395_fistulae_skin_n	13395	fistulae_skin_n	How many fistulae from bowel to skin did you develop?	9999999	missing		continuous	QUPG	question form popgen
t13396_fistulae_skin_year1	13396	fistulae_skin_year1	Which was the first year you developed fistulae from bowel to skin?	1900 - 2030			continuous	QUPG	question form popgen
t13396_fistulae_skin_year1	13396	fistulae_skin_year1	Which was the first year you developed fistulae from bowel to skin?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13396_fistulae_skin_year1	13396	fistulae_skin_year1	Which was the first year you developed fistulae from bowel to skin?	9999999	missing		continuous	QUPG	question form popgen
t13397_fistulae_skin_year2	13397	fistulae_skin_year2	Which was the last year you developed fistulae from bowel to skin?	1900 - 2030			continuous	QUPG	question form popgen
t13397_fistulae_skin_year2	13397	fistulae_skin_year2	Which was the last year you developed fistulae from bowel to skin?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13397_fistulae_skin_year2	13397	fistulae_skin_year2	Which was the last year you developed fistulae from bowel to skin?	9999999	missing		continuous	QUPG	question form popgen
t13398_fistulae_organ	13398	fistulae_organ	Did fistulae to other organs develop during your disease?	0	unknown		discrete	QUPG	question form popgen
t13398_fistulae_organ	13398	fistulae_organ	Did fistulae to other organs develop during your disease?	1	yes		discrete	QUPG	question form popgen
t13398_fistulae_organ	13398	fistulae_organ	Did fistulae to other organs develop during your disease?	2	no		discrete	QUPG	question form popgen
t13398_fistulae_organ	13398	fistulae_organ	Did fistulae to other organs develop during your disease?	3	do not know		discrete	QUPG	question form popgen
t13398_fistulae_organ	13398	fistulae_organ	Did fistulae to other organs develop during your disease?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13398_fistulae_organ	13398	fistulae_organ	Did fistulae to other organs develop during your disease?	9999999	missing		discrete	QUPG	question form popgen
t13399_fistulae_organ_n	13399	fistulae_organ_n	How many fistulae to other organs did you develop?	1 - 20			continuous	QUPG	question form popgen
t13399_fistulae_organ_n	13399	fistulae_organ_n	How many fistulae to other organs did you develop?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13399_fistulae_organ_n	13399	fistulae_organ_n	How many fistulae to other organs did you develop?	9999999	missing		continuous	QUPG	question form popgen
t13400_fistulae_organ_year1	13400	fistulae_organ_year1	Which was the first year you developed fistulae to other organs?	1900 - 2030			continuous	QUPG	question form popgen
t13400_fistulae_organ_year1	13400	fistulae_organ_year1	Which was the first year you developed fistulae to other organs?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13400_fistulae_organ_year1	13400	fistulae_organ_year1	Which was the first year you developed fistulae to other organs?	9999999	missing		continuous	QUPG	question form popgen
t13401_fistulae_organ_year2	13401	fistulae_organ_year2	Which was the last year you developed fistulae to other organs?	1900 - 2030			continuous	QUPG	question form popgen
t13401_fistulae_organ_year2	13401	fistulae_organ_year2	Which was the last year you developed fistulae to other organs?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13401_fistulae_organ_year2	13401	fistulae_organ_year2	Which was the last year you developed fistulae to other organs?	9999999	missing		continuous	QUPG	question form popgen
t13402_stenoses	13402	stenoses	Have stenoses developed during your disease?	0	unknown		discrete	QUPG	question form popgen
t13402_stenoses	13402	stenoses	Have stenoses developed during your disease?	1	yes		discrete	QUPG	question form popgen
t13402_stenoses	13402	stenoses	Have stenoses developed during your disease?	2	no		discrete	QUPG	question form popgen
t13402_stenoses	13402	stenoses	Have stenoses developed during your disease?	3	do not know		discrete	QUPG	question form popgen
t13402_stenoses	13402	stenoses	Have stenoses developed during your disease?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13402_stenoses	13402	stenoses	Have stenoses developed during your disease?	9999999	missing		discrete	QUPG	question form popgen
t13403_stenosis_diagnose1	13403	stenosis_diagnose1	How was your stenosis diagnosed? (1)	0	unknown		discrete	QUPG	question form popgen
t13403_stenosis_diagnose1	13403	stenosis_diagnose1	How was your stenosis diagnosed? (1)	1	ultrasonic		discrete	QUPG	question form popgen
t13403_stenosis_diagnose1	13403	stenosis_diagnose1	How was your stenosis diagnosed? (1)	2	coloscopy 		discrete	QUPG	question form popgen
t13403_stenosis_diagnose1	13403	stenosis_diagnose1	How was your stenosis diagnosed? (1)	3	x-ray contrast agent examin.		discrete	QUPG	question form popgen
t13403_stenosis_diagnose1	13403	stenosis_diagnose1	How was your stenosis diagnosed? (1)	4	do not know		discrete	QUPG	question form popgen
t13403_stenosis_diagnose1	13403	stenosis_diagnose1	How was your stenosis diagnosed? (1)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13403_stenosis_diagnose1	13403	stenosis_diagnose1	How was your stenosis diagnosed? (1)	9999999	missing		discrete	QUPG	question form popgen
t13404_stenosis_diagnose2	13404	stenosis_diagnose2	How was your stenosis diagnosed? (2)	0	unknown		discrete	QUPG	question form popgen
t13404_stenosis_diagnose2	13404	stenosis_diagnose2	How was your stenosis diagnosed? (2)	1	ultrasonic		discrete	QUPG	question form popgen
t13404_stenosis_diagnose2	13404	stenosis_diagnose2	How was your stenosis diagnosed? (2)	2	coloscopy		discrete	QUPG	question form popgen
t13404_stenosis_diagnose2	13404	stenosis_diagnose2	How was your stenosis diagnosed? (2)	3	x-ray contrast agent examin.		discrete	QUPG	question form popgen
t13404_stenosis_diagnose2	13404	stenosis_diagnose2	How was your stenosis diagnosed? (2)	4	do not know		discrete	QUPG	question form popgen
t13404_stenosis_diagnose2	13404	stenosis_diagnose2	How was your stenosis diagnosed? (2)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13404_stenosis_diagnose2	13404	stenosis_diagnose2	How was your stenosis diagnosed? (2)	9999999	missing		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	1	type 1		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	2	type 2		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	3	type 3		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	4	type 4		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	5	type 5		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	6	type 6		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	7	type 7		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	9999999	missing		discrete	QUPG	question form popgen
t13528_study_medic_which	13528	study_medic_which	Which study medication did/do you take?	1	exists (see Excel file)		discrete	QUPG	question form popgen
t13528_study_medic_which	13528	study_medic_which	Which study medication did/do you take?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13528_study_medic_which	13528	study_medic_which	Which study medication did/do you take?	9999999	missing		discrete	QUPG	question form popgen
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	10 - 600			continuous	LFEX	external lab findings
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	6666	< 30	29.0	continuous	LFEX	external lab findings
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	7777	> 1800 	1801.0	continuous	LFEX	external lab findings
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	8888	< 10	9.0	continuous	LFEX	external lab findings
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	9999	> 600	601.0	continuous	LFEX	external lab findings
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	7777777	unreadable/inconsistent		continuous	LFEX	external lab findings
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	9999999	missing		continuous	LFEX	external lab findings
t13579_stool_hb	13579	stool_hb	Haemoglobin: Detection of fecal occult blood (measured with PreventID Haemo/HaptOccult)	0	negative		discrete	LFEX	external lab findings
t13579_stool_hb	13579	stool_hb	Haemoglobin: Detection of fecal occult blood (measured with PreventID Haemo/HaptOccult)	1	positive		discrete	LFEX	external lab findings
t13580_stool_hb_hp	13580	stool_hb_hp	Haemo-/haptoglobin-complex: Detection of fecal occult blood (measured with PreventID Haemo/HaptOccult)	0	negative		discrete	LFEX	external lab findings
t13580_stool_hb_hp	13580	stool_hb_hp	Haemo-/haptoglobin-complex: Detection of fecal occult blood (measured with PreventID Haemo/HaptOccult)	1	positive		discrete	LFEX	external lab findings
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	1	type 1		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	2	type 2		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	3	type 3		discrete	QUPG	question form popgen
